VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
1095	»ç½Å	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_god	0	122	91	61	30	150	278	2568600	30	20	23400	35100	356400	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	0	50	0	20	2.3	2414	10	0	0	10	259	40	260	0	0	0	0	0	0	20	20	0	30	40
1096	Ýø»ç±Ý¿Õ	BOSS	MONSTER	MELEE	75		AGGR	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	skeleton_king	0	93	70	47	23	112	208	48961	9	12	916	1374	24080	84	100	100	100	2000	175	0	0	30	10	0	0	0	1	30	0	0	0	-20	-20	0	0	30	0	10	2.0	0	0	16756141	0	25	256	0	0	0	0	0	0	0	0	0	0	0	0	0
1101	ºù¸¶	S_PAWN	MONSTER	MAGIC	62			0	ICE,ATT_ICE		0	ice_snow_monster	0	60	80	40	20	96	178	4602	3	7	250	375	1315	70	80	100	100	2000	850	30048	0	0	10	0	0	0	2	0	0	-5	0	5	5	0	0	0	0	1	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1102	¾óÀ½»Ô¹ü°í·¡	S_PAWN	MONSTER	MELEE	63			0	ICE,ATT_ICE		0	ice_snow_whale	0	61	81	40	20	125	153	4730	3	7	254	381	1336	71	90	100	100	2000	175	30049	0	0	10	0	0	0	2	0	-5	0	-5	5	5	0	0	0	0	1	1.5	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1103	ºùÃæ	S_PAWN	MONSTER	MELEE	64			0	ICE,ATT_ICE		0	ice_snow_insect	0	61	81	41	20	98	183	4861	3	7	263	394	1357	72	100	100	100	2000	175	30088	0	0	15	0	0	0	2	10	5	-10	0	0	0	0	0	0	0	1	1.5	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1104	¼³±¸	KNIGHT	MONSTER	MELEE	64			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	62	82	41	20	98	183	6482	6	12	362	543	2262	72	100	100	100	2000	175	30014	0	0	15	0	0	0	2	0	0	-5	5	0	0	0	0	0	0	1	2.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105	ºùÀÎ	KNIGHT	MONSTER	MELEE	65			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	83	41	62	21	128	157	6660	6	12	368	552	2297	73	80	100	100	2000	175	30089	0	0	20	0	0	0	2	5	10	-15	-5	0	0	0	0	0	0	1	2.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106	¼³°ÅÀÎ	KNIGHT	MONSTER	MELEE	66			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	84	63	42	21	101	188	6839	3	7	373	560	2332	75	70	100	100	2000	175	30090	0	0	20	0	0	0	2	0	5	-5	0	0	0	0	0	0	0	1	2.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107	¾óÀ½°í·½	S_KNIGHT	MONSTER	MELEE	66			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	99	97	42	21	101	188	10686	3	12	476	714	4664	75	60	100	100	2000	175	30050	0	0	20	0	0	0	2	20	-5	-10	-5	0	0	0	0	0	0	1	2.2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1108	¾óÀ½°í·½(¼ÒÈ¯)	S_KNIGHT	MONSTER	MELEE	66			0		STUN,SLOW	0	ice_snow_golem	0	99	97	42	21	101	188	10686	3	12	0	0	0	75	60	100	100	2000	175	30050	0	0	20	0	0	0	2	-5	-10	-5	0	0	20	0	0	0	0	1	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1131	ÃµÀÇºù¸¶	S_PAWN	MONSTER	MAGIC	81		AGGR	0	ICE,ATT_ICE		0	ice_snow_monster	0	78	104	52	20	198	278	8285	7	10	522	783	5260	70	75	100	100	2000	650	30048	0	0	10	0	0	0	2	30	15	10	15	15	15	0	0	0	0	1	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1132	ÃµÀÇ¾óÀ½»Ô¹ü°í·¡	S_PAWN	MONSTER	MELEE	81		AGGR	0	ICE,ATT_ICE		0	ice_snow_whale	0	79	105	52	20	156	195	8514	7	10	529	796	5344	71	110	100	100	2000	150	30049	0	0	10	0	0	0	2	0	15	10	15	15	15	0	0	0	0	1	2.0	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1133	ÃµÀÇºùÃæ	S_PAWN	MONSTER	MELEE	82		AGGR	0	ICE,ATT_ICE		0	ice_snow_insect	0	79	105	53	20	176	233	8751	6	10	587	880	5428	72	110	100	100	2000	150	30088	0	0	15	0	0	0	2	0	15	10	15	15	15	0	0	0	0	1	2.0	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1134	ÃµÀÇ¼³±¸	KNIGHT	MONSTER	MELEE	83		AGGR	0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	81	107	53	20	176	205	13167	6	15	875	1314	9048	72	110	100	100	2000	150	30014	0	0	15	0	0	0	2	0	15	10	15	15	15	0	0	0	0	1	2.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	ÃµÀÇºùÀÎ	KNIGHT	MONSTER	MELEE	83		AGGR	0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	108	53	81	21	140	253	11990	12	10	889	1334	9188	73	90	100	100	2000	150	30089	0	0	20	0	0	0	2	0	15	10	15	15	15	0	0	0	0	1	2.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1136	ÃµÀÇ¼³°ÅÀÎ	KNIGHT	MONSTER	MELEE	84		AGGR	0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	109	82	55	21	175	216	12311	6	10	902	1352	9328	75	80	100	100	2000	150	30090	0	0	20	0	0	0	2	0	15	10	15	15	15	0	0	0	0	1	2.0	0	0	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1137	ÃµÀÇ¾óÀ½°í·½	S_KNIGHT	MONSTER	MELEE	85		AGGR	0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	129	126	55	21	192	276	25646	6	10	1148	1723	18656	75	70	100	100	2000	150	30050	0	0	20	0	0	0	2	0	40	35	40	40	40	0	0	0	0	1	2.2	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138	ÃµÀÇ¾óÀ½°í·½(¼ÒÈ¯)	S_KNIGHT	MONSTER	MELEE	85		AGGR	0		STUN,SLOW	0	ice_snow_golem	0	129	126	55	21	192	276	25646	6	10	0	0	0	75	70	100	100	2000	150	30050	0	0	20	0	0	0	2	40	35	40	40	40	0	0	0	0	0	1	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1151	ºù¸¶	S_PAWN	MONSTER	MAGIC	52			0	ICE,ATT_ICE		0	ice_snow_monster	0	60	80	40	20	96	178	5523	7	5	1000	2000	2000	60	90	100	100	2000	850	30048	0	0	10	0	0	0	2	0	15	15	15	15	15	0	0	0	0	1	1.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1152	¾óÀ½»Ô¹ü°í·¡	S_PAWN	MONSTER	MELEE	53			0	ICE,ATT_ICE		0	ice_snow_whale	0	61	81	40	20	125	153	5676	7	5	1000	2000	2000	61	100	100	100	2000	150	30049	0	0	10	0	0	0	2	0	15	15	15	15	15	0	0	0	0	1	1.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	ºùÃæ	S_PAWN	MONSTER	MELEE	54			0	ICE,ATT_ICE		0	ice_snow_insect	0	61	81	41	20	98	183	5834	7	5	1000	2000	2000	62	110	100	100	2000	150	30088	0	0	15	0	0	0	2	0	15	15	15	15	15	0	0	0	0	1	1.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1154	¼³±¸	KNIGHT	MONSTER	MELEE	54			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	62	82	41	20	98	183	7778	12	10	1000	2000	2000	62	110	100	100	2000	150	30014	0	0	15	0	0	0	2	0	15	15	15	15	15	0	0	0	0	1	1.7	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1155	ºùÀÎ	KNIGHT	MONSTER	MELEE	55			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	83	41	62	21	128	157	7993	12	10	1000	2000	2000	63	90	100	100	2000	150	30089	0	0	20	0	0	0	2	0	15	15	15	15	15	0	0	0	0	1	1.7	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1156	¼³°ÅÀÎ	KNIGHT	MONSTER	MELEE	56			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	84	63	42	21	101	188	8207	7	5	1000	2000	2000	65	80	100	100	2000	150	30090	0	0	20	0	0	0	2	0	15	15	15	15	15	0	0	0	0	1	1.7	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1157	¾óÀ½°í·½	S_KNIGHT	MONSTER	MELEE	56			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	99	97	42	21	101	188	12823	7	10	1000	2000	2000	65	70	100	100	2000	150	30050	0	0	20	0	0	0	2	0	40	40	40	40	40	0	0	0	0	1	2.2	0	0	16764879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171	»ç³ª¿î ºù¸¶	S_PAWN	MONSTER	MAGIC	62			0	ICE,ATT_ICE		0	ice_snow_monster	0	60	80	40	20	115	214	3682	3	7	250	375	920	70	80	100	100	2000	850	30048	0	0	10	0	0	0	2	0	0	-5	0	5	5	0	0	0	0	1	1.5	0	0	16764108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1172	»ç³ª¿î ¾óÀ½»Ô¹ü°í·¡	S_PAWN	MONSTER	MELEE	63			0	ICE,ATT_ICE		0	ice_snow_whale	0	61	81	40	20	150	184	3784	3	7	254	381	935	71	90	100	100	2000	175	30049	0	0	10	0	0	0	2	0	-5	0	-5	5	5	0	0	0	0	1	1.5	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1173	»ç³ª¿î ºùÃæ	S_PAWN	MONSTER	MELEE	64			0	ICE,ATT_ICE		0	ice_snow_insect	0	61	81	41	20	118	220	3889	3	7	263	394	950	72	100	100	100	2000	175	30088	0	0	15	0	0	0	2	10	5	-10	0	0	0	0	0	0	0	1	1.5	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1174	»ç³ª¿î ¼³±¸	KNIGHT	MONSTER	MELEE	64			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_dog	0	62	82	41	20	118	220	5186	6	12	362	543	1583	72	100	100	100	2000	175	30014	0	0	15	0	0	0	2	0	0	-5	5	0	0	0	0	0	0	1	2.0	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1175	»ç³ª¿î ºùÀÎ	KNIGHT	MONSTER	MELEE	65			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_man	0	83	41	62	21	154	188	5328	6	12	368	552	1608	73	80	100	100	2000	175	30089	0	0	20	0	0	0	2	5	10	-15	-5	0	0	0	0	0	0	1	2.0	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1176	»ç³ª¿î ¼³°ÅÀÎ	KNIGHT	MONSTER	MELEE	66			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_giant_man	0	84	63	42	21	121	226	5471	3	7	373	560	1632	75	70	100	100	2000	175	30090	0	0	20	0	0	0	2	0	5	-5	0	0	0	0	0	0	0	1	2.0	0	0	16764108	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1177	»ç³ª¿î ¾óÀ½°í·½	S_KNIGHT	MONSTER	MELEE	66			0	ICE,ATT_ICE	STUN,SLOW	0	ice_snow_golem	0	99	97	42	21	121	226	8549	3	12	476	714	3265	75	60	100	100	2000	175	30050	0	0	20	0	0	0	2	20	-5	-10	-5	0	0	0	0	0	0	1	2.2	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1191	¼³¸¶³à	BOSS	MONSTER	MAGIC	74		AGGR,DEATHBLOW	0	ICE,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	ice_snow_witch	0	65	43	86	22	164	253	130482	8	22	428000	642000	22480	79	100	120	100	2000	1000	0	0	0	50	0	0	0	2	40	40	40	30	30	30	0	0	90	0	100	2.2	1107	30	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	30	0
1192	¼³¸¶³à	BOSS	MONSTER	MAGIC	89		AGGR,BERSERK,STONESKIN,DEATHBLOW	0	ICE,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	ice_snow_witch	0	97	73	49	24	174	293	352410	6	16	856000	1284000	324800	86	130	160	100	2000	1000	0	0	0	50	0	0	0	2	60	60	60	40	40	40	0	0	40	0	100	3.6	1137	30	6750207	0	0	0	0	0	0	0	0	0	0	0	40	30	0	15	0
1301	Ã»¿Ýº´	S_PAWN	MONSTER	MELEE	57			0	ATT_WIND		0	greenfrog_soldier	0	80	60	40	18	89	166	3990	3	7	268	402	1099	65	100	110	100	2000	175	30060	0	0	0	0	0	5	5	0	0	-5	0	0	0	0	0	0	-60	0	1.4	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1302	Ã»¿ÝÀå	S_KNIGHT	MONSTER	MELEE	59			0	ATT_WIND		0	greenfrog_general	0	75	58	40	19	92	170	8811	7	12	484	727	3792	67	100	100	100	2000	175	30061	0	0	0	0	0	10	5	0	0	0	10	0	0	0	0	0	-40	0	2.0	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1303	Ç®ÀÙ¸Ó¸®µµ±úºñ	S_PAWN	MONSTER	MELEE	58			0	ATT_WIND		0	goblin_leafhead	0	96	60	50	19	116	142	4108	3	7	272	409	1118	66	70	100	100	2000	175	30040	0	0	0	0	0	0	5	20	-5	-10	-5	0	0	0	0	0	-60	0	1.4	0	0	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1304	´©··¹ü±Ý	BOSS	MONSTER	MELEE	75		AGGR	0	ATT_WIND		0	yellow_tigerman	0	99	80	56	24	113	210	178040	7	12	1007	1510	24080	84	90	100	100	2000	175	0	0	0	0	0	0	10	5	10	15	10	15	15	15	0	0	0	-30	0	2.0	1305	0	0	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	¼ö±¸´ëÀå±º	S_KNIGHT	MONSTER	MELEE	61			0	ATT_WIND		0	sugu_general	0	93	52	35	19	94	175	9324	3	12	500	750	3920	69	70	100	100	2000	175	0	0	0	0	0	0	0	5	0	0	10	-5	0	0	0	0	0	-40	0	2.0	0	0	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1306	Ýø´©··¹ü±Ý	BOSS	MONSTER	MELEE	75		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	99	80	56	24	113	210	178040	15	10	36640	54960	24080	84	100	100	0	2000	150	0	0	0	0	0	0	10	10	40	40	35	40	40	40	0	-30	60	0	0	1.8	1305	0	0	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0
1307	´©··Åõ¹ü±Ý	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	122	91	61	30	150	278	2568600	30	20	23400	35100	356400	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	-20	50	0	20	2.3	2414	10	0	0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40
1308	Ýø´©··¹ü±Ý	BOSS	MONSTER	MELEE	40		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	48	32	63	16	79	146	143232	10	10	36640	54960	24080	57	100	100	0	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	-30	50	0	20	2.3	0	0	0	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0
1309	Ýø´©··¹ü±Ý	BOSS	MONSTER	MELEE	65		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	77	38	57	19	93	173	255680	10	10	36640	54960	24080	84	100	100	0	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	-30	50	0	20	2.3	0	0	0	0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40
1310	Ýø´©··¹ü±Ý	BOSS	MONSTER	MELEE	95		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	yellow_tigerman	0	122	91	61	30	150	208	284864	10	10	36640	54960	24080	90	100	100	0	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	-30	50	0	20	2.3	0	10	0	0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40
1331	ÇôÂªÀº Ã»¿Ýº´	S_PAWN	MONSTER	MELEE	57			0	ATT_WIND		0	greenfrog_soldier	0	80	60	40	18	107	199	3192	3	7	268	402	769	65	100	110	100	2000	175	30060	0	0	0	0	0	5	5	0	0	-5	0	0	0	0	0	0	-60	0	1.4	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1332	ÇôÂªÀº Ã»¿ÝÀå	S_KNIGHT	MONSTER	MELEE	59			0	ATT_WIND		0	greenfrog_general	0	75	58	40	19	110	204	7049	7	12	484	727	2654	67	100	100	100	2000	175	30061	0	0	0	0	0	10	5	0	0	0	10	0	0	0	0	0	-40	0	2.0	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1333	ÇôÂªÀº Ç®ÀÙ¸Ó¸®µµ±úºñ	S_PAWN	MONSTER	MELEE	58			0	ATT_WIND		0	goblin_leafhead	0	96	60	50	19	139	170	3287	3	7	272	409	783	66	70	100	100	2000	175	30040	0	0	0	0	0	0	5	20	-5	-10	-5	0	0	0	0	0	-60	0	1.4	0	0	16764108	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1334	´ÙÇ÷Ýú ´©··¹ü±Ý	BOSS	MONSTER	MELEE	75		AGGR	0	ATT_ELEC		0	yellow_tigerman	0	99	80	56	24	136	252	142432	7	12	1007	1510	16856	84	90	100	100	2000	175	0	0	0	0	0	0	10	5	10	15	10	15	15	15	0	-30	0	0	0	2.0	1305	0	16764108	0	40	258	0	0	0	0	0	0	0	0	0	0	0	0	0
1335	ÇôÂªÀº ¼ö±¸´ëÀå±º	S_KNIGHT	MONSTER	MELEE	61			0	ATT_WIND		0	sugu_general	0	93	52	35	19	113	210	7459	3	12	500	750	2744	69	70	100	100	2000	175	0	0	0	0	0	0	0	5	0	0	10	-5	0	0	0	0	0	-40	0	2.0	0	0	16764108	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1336	¼ö±¸´ëÀå±º(¼ÒÈ¯)	S_KNIGHT	MONSTER	MELEE	61			0			0	sugu_general	0	93	52	35	19	94	175	9324	3	12	0	0	0	69	70	100	100	2000	175	0	0	0	0	0	0	0	5	0	10	-5	0	0	-20	0	0	0	-40	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1401	Åõ±Ýº´	S_PAWN	MONSTER	MELEE	66			0	ATT_ELEC	POISON	0	mutant_1	0	84	42	63	21	137	167	72346	6	10	700	1050	4301	81	155	130	100	2000	250	0	0	0	0	0	0	15	20	5	-5	-15	-5	5	5	0	-60	15	0	0	3.1	0	5	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1402	Åõ±ÝÃ´ÈÄº´	KNIGHT	MONSTER	MELEE	73		AGGR	0	ATT_ELEC	SLOW,CURSE	0	mutant_2	0	91	46	66	23	116	216	108134	10	7	1062	1593	8022	83	155	130	100	2000	250	0	0	0	0	0	0	15	20	0	10	0	10	15	15	0	-50	20	0	0	4.0	0	10	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1403	Åõ±ÝÃµÀå¼ö	S_KNIGHT	MONSTER	MELEE	77		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	mutant_3	0	94	55	65	10	122	226	178080	14	10	1426	2139	17304	90	155	130	100	2000	250	0	0	0	0	0	0	15	20	0	10	10	10	20	20	0	-40	25	0	0	4.4	0	15	0	70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1501	¼®ÀÎ	S_PAWN	MONSTER	MELEE	69			0	ATT_EARTH		0	golem_1	0	84	42	63	21	142	174	73997	6	5	730	1095	4654	78	135	110	100	2000	300	0	0	0	0	0	0	15	20	20	15	10	15	15	15	0	0	15	0	0	3.1	0	5	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1502	Åõ¼®ÀÎ	S_PAWN	MONSTER	MELEE	72		AGGR	0	ATT_EARTH		0	golem_2	0	85	43	64	21	115	213	79738	6	5	1048	1572	4855	83	135	110	100	2000	300	0	0	0	0	0	0	15	20	20	15	10	15	15	15	0	0	20	0	0	3.1	0	5	0	70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1503	°Å´ëÅõ¼®ÀÎ	KNIGHT	MONSTER	MELEE	76		AGGR	0	ATT_EARTH		0	golem_3	0	92	42	65	10	120	224	111053	10	5	1408	2112	8540	87	135	110	100	2000	300	0	0	0	0	0	0	15	20	20	15	10	15	15	15	0	0	25	0	0	4.0	0	10	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1601	Åõ±ÝÀÝ²Û	PAWN	MONSTER	MELEE	68			0	ATT_ELEC	POISON	0	nersluck_1	0	85	43	65	22	140	172	63024	6	10	720	1080	3745	79	145	120	100	2000	300	0	0	0	0	0	0	15	20	5	-5	-15	-5	5	5	0	-70	15	0	0	2.2	0	5	0	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1602	Åõ±Ý°¨Âûº´	KNIGHT	MONSTER	MELEE	70		AGGR	0	ATT_ELEC	SLOW,CURSE	0	nersluck_2	0	85	43	65	22	112	208	101222	10	7	1020	1530	7868	85	145	120	100	2000	300	0	0	0	0	0	0	15	20	0	10	0	10	15	15	0	-50	20	0	0	4.0	0	10	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1603	Åõ±Ý¹éÀå¼ö	KNIGHT	MONSTER	MELEE	75		AGGR	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	nersluck_3	0	85	43	65	22	119	221	111053	10	10	1390	2085	8232	88	145	120	100	2000	300	0	0	0	0	0	0	15	20	0	10	10	10	15	15	0	-50	25	0	0	4.0	0	15	0	70106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1901	±¸¹ÌÈ£	BOSS	MONSTER	MELEE	72		AGGR	0	ATT_ICE		0	fox_ninetail	0	91	68	46	23	109	203	166120	24	32	880	1320	23120	81	100	100	100	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	1107	0	0	0	25	258	40	259	0	0	0	0	0	0	0	0	0	0	0
1902	Ýø±¸¹ÌÈ£	BOSS	MONSTER	MELEE	72		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	91	68	46	23	109	203	178040	15	10	35200	52800	23120	81	110	100	0	2000	150	0	0	0	0	0	0	10	10	40	40	35	40	40	40	0	0	60	0	0	1.8	1107	0	0	0	35	258	40	259	0	0	0	0	0	0	0	0	0	0	0
1903	Ýø±¸¹ÌÈ£	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	122	91	61	30	150	278	2568600	30	20	23400	35100	356400	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	0	50	0	20	2.3	2414	10	0	0	35	258	40	259	0	0	0	0	0	0	20	20	0	30	40
1904	Ýø±¸¹ÌÈ£	BOSS	MONSTER	MELEE	40		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	48	32	63	16	79	146	143232	10	10	36640	54960	24080	57	100	100	0	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	0	50	0	20	2.3	0	10	0	0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40
1905	Ýø±¸¹ÌÈ£	BOSS	MONSTER	MELEE	65		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	77	38	57	19	93	173	255680	10	10	36640	54960	24080	84	100	100	0	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	0	50	0	20	2.3	0	10	0	0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40
1906	Ýø±¸¹ÌÈ£	BOSS	MONSTER	MELEE	95		AGGR	0	ATT_ICE	STUN,SLOW,CURSE,TERROR	0	fox_ninetail	0	122	91	61	30	150	208	284864	10	10	36640	54960	24080	90	100	100	0	2000	150	0	0	0	0	0	0	15	20	50	30	25	30	30	30	0	0	50	0	20	2.3	0	10	0	0	40	258	0	0	0	0	0	0	0	0	20	20	0	30	40
2001	»õ³¢°Å¹Ì	PAWN	MONSTER	MELEE	43			0	INSECT		0	spider_young	0	28	41	55	14	89	109	1949	4	12	122	183	1211	50	100	100	50	2000	175	30057	0	0	0	0	0	0	1	0	1	-5	1	0	0	0	0	0	0	5	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	µ¶°Å¹Ì	PAWN	MONSTER	MELEE	45			0	INSECT		0	spider_poison	0	47	57	29	14	82	123	2088	3	7	127	190	1267	52	90	100	50	2000	175	30056	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	5	1.0	0	0	16764108	70104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
