ITEM_VNUM~RANGE	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	GOLD	SHOP_BUY_PRICE	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
7373	¹«¾ÆÁö¼±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	165000	7374	604	0	LEVEL	93	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	5	APPLY_ATTBONUS_MONSTER	2	0	160	240	115	173	17	0	3	0
7374	¹«¾ÆÁö¼±+4	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	190000	7375	605	0	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	6	APPLY_ATTBONUS_MONSTER	3	0	160	240	115	173	26	30	3	0
7375	¹«¾ÆÁö¼±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	220000	7376	606	0	LEVEL	97	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	7	APPLY_ATTBONUS_MONSTER	3	0	160	240	115	173	40	40	3	0
7376	¹«¾ÆÁö¼±+6	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	265000	7377	607	0	LEVEL	99	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	8	APPLY_ATTBONUS_MONSTER	4	0	160	240	115	173	59	50	3	0
7377	¹«¾ÆÁö¼±+7	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	325000	7378	608	0	LEVEL	101	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	10	APPLY_ATTBONUS_MONSTER	4	0	160	240	115	173	88	65	3	0
7378	¹«¾ÆÁö¼±+8	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	405000	7379	609	0	LEVEL	103	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	12	APPLY_ATTBONUS_MONSTER	5	0	160	240	115	173	133	80	3	0
7379	¹«¾ÆÁö¼±+9	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	515000	7500	620	0	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	15	APPLY_ATTBONUS_MONSTER	5	0	160	240	115	173	200	100	3	0
7500	Áø¹«¾ÆÁö¼±+0	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	120000	7501	621	0	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	4	APPLY_ATTBONUS_MONSTER	2	0	160	240	86	146	140	0	3	0
7501	Áø¹«¾ÆÁö¼±+1	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	130000	7502	622	0	LEVEL	106	LIMIT_NONE	0	APPLY_ATT_SPEED	16	APPLY_ATTBONUS_HUMAN	5	APPLY_ATTBONUS_MONSTER	2	0	160	240	72	132	160	0	3	0
7502	Áø¹«¾ÆÁö¼±+2	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	145000	7503	623	0	LEVEL	107	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_ATTBONUS_HUMAN	6	APPLY_ATTBONUS_MONSTER	3	0	160	240	66	126	170	0	3	0
7503	Áø¹«¾ÆÁö¼±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	165000	7504	624	0	LEVEL	108	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_ATTBONUS_HUMAN	7	APPLY_ATTBONUS_MONSTER	3	0	160	240	70	130	170	0	3	0
7504	Áø¹«¾ÆÁö¼±+4	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	190000	7505	625	0	LEVEL	109	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_ATTBONUS_HUMAN	8	APPLY_ATTBONUS_MONSTER	4	0	160	240	64	124	180	30	3	0
7505	Áø¹«¾ÆÁö¼±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	220000	7506	626	0	LEVEL	110	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_ATTBONUS_HUMAN	10	APPLY_ATTBONUS_MONSTER	4	0	160	240	60	120	190	40	3	0
7506	Áø¹«¾ÆÁö¼±+6	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	265000	7507	627	0	LEVEL	111	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_ATTBONUS_HUMAN	12	APPLY_ATTBONUS_MONSTER	5	0	160	240	45	110	210	50	3	0
7507	Áø¹«¾ÆÁö¼±+7	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	325000	7508	628	0	LEVEL	112	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_ATTBONUS_HUMAN	15	APPLY_ATTBONUS_MONSTER	5	0	160	240	32	97	230	65	3	0
7508	Áø¹«¾ÆÁö¼±+8	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	405000	7509	629	0	LEVEL	113	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_ATTBONUS_HUMAN	17	APPLY_ATTBONUS_MONSTER	6	0	160	240	54	119	240	80	3	0
7509	Áø¹«¾ÆÁö¼±+9	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	515000	0	0	0	LEVEL	115	LIMIT_NONE	0	APPLY_ATT_SPEED	30	APPLY_ATTBONUS_HUMAN	20	APPLY_ATTBONUS_MONSTER	8	0	160	240	106	171	250	100	3	0
8000	³ª¹«È­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | COUNT_PER_1GOLD | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	5	5	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	1	0	3	0	0	0	0	0
8001	´ë³ª¹«È­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | COUNT_PER_1GOLD | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	3	3	0	0	0	LEVEL	10	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	2	0	10	0	0	0	0	0
8002	µ¹È­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	2	2	0	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	3	0	15	0	0	0	0	0
8003	Ã¶È­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	4	4	0	0	0	LEVEL	40	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	17	0	0	0	0	0
8004	°­Ã¶È­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	7	7	0	0	0	LEVEL	45	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	5	0	20	0	0	0	0	0
8005	ÀºÈ­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	10	10	0	0	0	LEVEL	50	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	25	0	0	0	0	0
8006	ºÒÈ­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	12	12	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	25	0	0	0	0	0
8007	µ¶È­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	12	12	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	25	0	0	0	0	0
8008	¾óÀ½È­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	12	12	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	25	0	0	0	0	0
8009	ÀúÁÖÈ­»ì	ITEM_WEAPON	WEAPON_ARROW	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_WOLFMAN	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_ARROW	NONE	12	12	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	4	0	25	0	0	0	0	0
9001	³ªÇÑ°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0
9002	Åº¸¶+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0
9003	ÁøÈ¥°©+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0
9004	Ã»³¶ÀÇ+5	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_BODY	NONE	3000	10000	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_MOV_SPEED	0	APPLY_NONE	0	APPLY_NONE	0	0	12	0	3	0	15	40	1	0
9501	µµ+5	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	7	APPLY_NONE	0	APPLY_NONE	0	0	15	19	13	15	35	40	1	0
9502	´Üµµ+5	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	13	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	11	20	40	1	0
9503	´Ü±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	13	APPLY_NONE	0	APPLY_NONE	0	0	0	0	7	29	40	40	1	0
9504	´ëµµ+5	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	40	40	1	0
9505	¹é¼±+5	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	11	APPLY_NONE	0	APPLY_NONE	0	0	13	15	11	15	35	40	1	0
9506	µµ+3	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	15	19	13	15	21	40	1	0
9507	´Üµµ+3	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	28	APPLY_NONE	0	APPLY_NONE	0	0	0	0	8	11	12	40	1	0
9508	¹é¼±+3	ITEM_WEAPON	WEAPON_FAN	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	26	APPLY_NONE	0	APPLY_NONE	0	0	13	15	11	15	21	40	1	0
9509	´ÜºÀ¼ö+3	ITEM_WEAPON	WEAPON_CLAW	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	0	0	0	0	0	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	15	19	13	15	21	0	1	0
9510	season(Ä®)_ae	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	149	211	200	100	3	0
9511	season(Ä®)_cz	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	149	211	200	100	3	0
9512	season(È°)_de	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	237	436	250	100	3	0
9513	season(Ä®)_en	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	149	211	200	100	3	0
9514	season(È°)_es	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	237	436	250	100	3	0
9515	season(¾ç¼Õ°Ë)_fr	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN|ANTI_SURA|ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	37	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	230	311	187	100	3	0
9516	season(´Üµµ)_hu	ITEM_WEAPON	WEAPON_DAGGER	1	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	116	136	315	100	3	0
9517	season(Ä®)_it	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	149	211	200	100	3	0
9518	season(È°)_pl	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA|ANTI_SURA|ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	237	436	250	100	3	0
9519	season(Ä®)_pt	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	149	211	200	100	3	0
9520	season(Ä®)_ro	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	149	211	200	100	3	0
9521	season(Ä®)_tr	ITEM_WEAPON	WEAPON_SWORD	2	ANTI_MUDANG|ANTI_DROP|ANTI_SELL|ANTI_GIVE|ANTI_PKDROP|ANTI_MYSHOP|ANTI_SAFEBOX|ANTI_WOLFMAN	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	0	0	0	15	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_NORMAL_HIT_DAMAGE_BONUS	60	APPLY_SKILL_DAMAGE_BONUS	-30	0	0	0	149	211	200	100	3	0
9600	È­¿°ÀÇ ³ë¸®°³ +0	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	360000	5000	9601	440	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_FIRE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9601	È­¿°ÀÇ ³ë¸®°³ +1	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	360000	5000	9602	441	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_FIRE	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9602	È­¿°ÀÇ ³ë¸®°³ +2	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	360000	5000	9603	442	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_FIRE	2	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9603	È­¿°ÀÇ ³ë¸®°³ +3	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	360000	5000	9604	443	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_FIRE	3	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9604	È­¿°ÀÇ ³ë¸®°³ +4	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	360000	5000	9605	444	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_FIRE	4	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9605	È­¿°ÀÇ ³ë¸®°³ +5	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	360000	5000	9606	445	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_FIRE	5	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9606	È­¿°ÀÇ ³ë¸®°³ +6	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	360000	5000	9607	446	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_FIRE	6	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
9607	È­¿°ÀÇ ³ë¸®°³ +7	ITEM_ARMOR	ARMOR_PENDANT	1	NONE	ITEM_TUNABLE	WEAR_PENDANT	NONE	360000	5000	9608	447	0	LEVEL	20	LIMIT_NONE	0	APPLY_ENCHANT_FIRE	7	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
